Timestamp,Temperature,Humidity,Precipitation,Wind_Speed_kmh,Soil_Moisture,Soil_Temperature,Wind_Dir_Sin,Wind_Dir_Cos,hour_sin,hour_cos
2024-09-24 12:20:12,9.109635,98.998505,0.027968705,-0.64273983,8585.743,8.754314,0.059745908,-0.31292647,0,0
2024-09-24 13:20:12,9.107719,99.02369,0.027986238,-0.643572,8585.5625,8.753688,0.059834242,-0.31296742,0,0
2024-09-24 14:20:12,9.105828,99.04869,0.028003693,-0.64439565,8585.38,8.753068,0.059921265,-0.31300735,0,0
2024-09-24 15:20:12,9.10396,99.073555,0.028021017,-0.64521134,8585.195,8.752459,0.060007215,-0.3130464,0,0
2024-09-24 16:20:12,9.102118,99.09824,0.028038284,-0.6460185,8585.009,8.751856,0.06009209,-0.31308436,0,0
2024-09-24 17:20:12,9.100297,99.12279,0.028055442,-0.64681804,8584.819,8.751259,0.060175776,-0.31312156,0,0
2024-09-24 18:20:12,9.0985,99.14717,0.028072514,-0.64760965,8584.629,8.75067,0.060258627,-0.31315768,0,0
2024-09-24 19:20:12,9.0967245,99.1714,0.02808948,-0.6483937,8584.437,8.750093,0.060340405,-0.31319308,0,0
2024-09-24 20:20:12,9.094971,99.19549,0.02810637,-0.6491703,8584.242,8.749518,0.06042123,-0.3132277,0,0
2024-09-24 21:20:12,9.093239,99.21941,0.028123159,-0.6499401,8584.046,8.748954,0.0605011,-0.31326145,0,0
2024-09-24 22:20:12,9.091531,99.24318,0.028139863,-0.65070325,8583.85,8.748396,0.060580134,-0.31329435,0,0
2024-09-24 23:20:12,9.089841,99.26682,0.02815648,-0.6514591,8583.651,8.7478485,0.060658336,-0.31332666,0,0
2024-09-25 00:20:12,9.088174,99.29031,0.02817301,-0.65220803,8583.451,8.747309,0.060735583,-0.31335807,0,0
2024-09-25 01:20:12,9.086527,99.31367,0.028189436,-0.65295076,8583.251,8.746778,0.060812116,-0.31338894,0,0
